category,website,name,phone,address,email
Tennis,,"
									5.
								,Midtown Athletic Club  ,Tennis","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.789.8000'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.631-7707'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.339.6700'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.642.4640'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.491.4116'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.432.0490'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.722.5400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.842.8811'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.761.5501'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.453.2550'>]","6700 W. 110th Street ,Overland Park, 66211",
Tennis,,"
									6.
								,Milburn Country Club  ,Tennis","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.789.8000'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.631-7707'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.339.6700'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.642.4640'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.491.4116'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.432.0490'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.722.5400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.842.8811'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.761.5501'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.453.2550'>]","7501 W. 69th Street,Overland Park, 66204",
Tennis,,"
									7.
								,Mission Hills Country Club  ,Tennis","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.789.8000'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.631-7707'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.339.6700'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.642.4640'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.491.4116'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.432.0490'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.722.5400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.842.8811'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.761.5501'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.453.2550'>]","5400 Mission Drive ,Mission Hills, 66208",
Tennis,,"
									8.
								,Northland Racquet Club  ,Tennis","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.789.8000'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.631-7707'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.339.6700'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.642.4640'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.491.4116'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.432.0490'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.722.5400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.842.8811'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.761.5501'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.453.2550'>]","306 Tennis Court ,North Kansas City, 64116",
Tennis,,"
									9.
								,Oakwood Country Club  ,Tennis","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.789.8000'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.631-7707'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.339.6700'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.642.4640'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.491.4116'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.432.0490'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.722.5400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.842.8811'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.761.5501'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.453.2550'>]","9800 Grandview Road,Kansas City, MO, 64137",
Tennis,,"
									10.
								,Old Pike Country Club  ,Tennis","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.789.8000'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.631-7707'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.339.6700'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.642.4640'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.491.4116'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.432.0490'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913.722.5400'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.842.8811'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.761.5501'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.453.2550'>]","5101 NW Old Pike Road ,Gladstone, 64118",
Martial Arts,,"
									1.
								,ATA Karate For Kids - Gladstone,Martial Arts","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 459-7399'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 461-5425'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 415-2821'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 587-7777'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 922-9369'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 873-3535'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-943-0866'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-531-0065'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 536-7493'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.808.7309'>]","6026B North Antioch Road,Gladstone, 64119",
Martial Arts,,"
									2.
								,ATA Karate For Kids - Independence,Martial Arts","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 459-7399'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 461-5425'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 415-2821'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 587-7777'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 922-9369'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 873-3535'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-943-0866'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-531-0065'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 536-7493'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.808.7309'>]","16631 East 23rd Street,Independence, 64153",
Martial Arts,,"
									3.
								,ATA Karate For Kids - Liberty,Martial Arts","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 459-7399'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 461-5425'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 415-2821'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 587-7777'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 922-9369'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 873-3535'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-943-0866'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-531-0065'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 536-7493'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.808.7309'>]","342 S 291 HWY Ste C,Liberty, 64068",
Martial Arts,,"
									4.
								,ATA Karate For Kids - Parkville,Martial Arts","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 459-7399'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 461-5425'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 415-2821'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 587-7777'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 922-9369'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 873-3535'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-943-0866'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-531-0065'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 536-7493'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.808.7309'>]","10907 NW 45 HWY,Parkville, 64152",
Martial Arts,,"
									5.
								,ATA Karate For Kids - Plattsburg,Martial Arts","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 459-7399'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 461-5425'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 415-2821'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 587-7777'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 922-9369'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 873-3535'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-943-0866'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-531-0065'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 536-7493'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.808.7309'>]","212 North Main Street,Plattsburg, 64477",
Martial Arts,,"
									6.
								,ATA Karate For Kids - Smithville,Martial Arts","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 459-7399'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 461-5425'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 415-2821'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 587-7777'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 922-9369'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 873-3535'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-943-0866'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-531-0065'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 536-7493'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.808.7309'>]","1601 S US HWY 169 STE D,Smithville, 64089",
Martial Arts,,"
									7.
								,Blue Valley Bushidokan Karate,Martial Arts","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 459-7399'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 461-5425'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 415-2821'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 587-7777'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 922-9369'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 873-3535'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-943-0866'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-531-0065'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 536-7493'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.808.7309'>]","13005 State Line,Kansas City, MO, 64145 ",
Martial Arts,,"
									8.
								,Center States Tai Chi Chuan - Kansas City,Martial Arts","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 459-7399'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 461-5425'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 415-2821'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 587-7777'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 922-9369'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 873-3535'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-943-0866'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-531-0065'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 536-7493'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.808.7309'>]","111 East Gregory Boulevard,Kansas City, MO, 64114 ",
Martial Arts,,"
									9.
								,Dragon Family Martial Arts and Professional Fitness Center,Martial Arts","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 459-7399'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 461-5425'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 415-2821'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 587-7777'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 922-9369'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 873-3535'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-943-0866'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-531-0065'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 536-7493'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.808.7309'>]","13901 E Noland Ct,Independence, 64055",
Martial Arts,,"
									10.
								,Elements Martial Arts,Martial Arts","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 459-7399'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 461-5425'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 415-2821'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 587-7777'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 922-9369'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 873-3535'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-943-0866'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-531-0065'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 536-7493'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.808.7309'>]","1331 Swift Ave,Kansas City, MO, 64116",
Lacrosse,,"
									1.
								,Prairie Village Lacrosse,Lacrosse","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-766-0932'>]",Prairie Village,
Lacrosse,,"
									2.
								,The Stick Shop,Lacrosse","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-766-0932'>]","5907 Woodson Rd,Mission, 66208",
"Baseball,Golf",,"
									1.
								,Shoal Creek Driving Range and Batting Cages,Baseball","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 734-9595'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 228-3333'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-897-3809'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-648-7177'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-585-7407'>]","5757 NE 96th Street,Kansas City, MO, 64156",
Golf,,"
									2.
								,Stone Canyon Golf Club,Golf","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 734-9595'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 228-3333'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-897-3809'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-648-7177'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-585-7407'>]","22415 E. 39th Street,Blue Springs, 64015",
Golf,,"
									3.
								,Sykes/Lady Overland Park Golf Course ,Golf","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 734-9595'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 228-3333'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-897-3809'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-648-7177'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-585-7407'>]","12501 Quivira Road ,Overland Park, 66213",
Golf,,"
									4.
								,The First Tee of Greater Kansas City,Golf","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 734-9595'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 228-3333'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-897-3809'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-648-7177'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-585-7407'>]","7501 Blue River Rd.,Kansas City, MO, 64132",
Golf,,"
									5.
								,The Golf Academy at Parkville Commons ,Golf","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 734-9595'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 228-3333'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-897-3809'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-648-7177'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-585-7407'>]","6265 Lewis Street ,Parkville, 64152 ",
"Gymnastics,Swimming",,"
									1.
								,Elite Gymnastics & Aquatics,Gymnastics","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 469-5554'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-438-4444'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-524-2636'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.228.7775'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-763-6964'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 741-8270'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-764-8282'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-514-4525'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-782-8555'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-880-9996'>]","13600 W. 108th St.,Lenexa, 66215",
Gymnastics,,"
									2.
								,Emerald City Gymnastics Inc.,Gymnastics","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 469-5554'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-438-4444'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-524-2636'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.228.7775'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-763-6964'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 741-8270'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-764-8282'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-514-4525'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-782-8555'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-880-9996'>]","9063 Bond,Overland Park, 66214",
Gymnastics,,"
									3.
								,Flip Zone Shock Wave Inc.,Gymnastics","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 469-5554'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-438-4444'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-524-2636'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.228.7775'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-763-6964'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 741-8270'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-764-8282'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-514-4525'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-782-8555'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-880-9996'>]","853 NW OBrien Road,Jackson, 64081",
"Cheerleading,Gymnastics,Swimming",,"
									4.
								,Great American Gymnastic Express (GAGE) Center, LLC,Cheerleading","[<Selector xpath='/.//*[@class=""hide""]/text()' data=u'(913) 469-5554'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-438-4444'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-524-2636'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816.228.7775'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-763-6964'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'(816) 741-8270'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-764-8282'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-514-4525'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'913-782-8555'>, <Selector xpath='/.//*[@class=""hide""]/text()' data=u'816-880-9996'>]","1101 NW Jefferson,Blue Springs, 64015",
